Handle,Title,"Body (HTML)",Vendor,"Product Category",Type,Tags,Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Qty","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Variant Image"
riona-full-zip-jacket,"Riona Full Zip Jacket",,,Jackets,,,TRUE,Size,L,Color,Red,,,WJ05-L-Red,0,100,60.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj05-brown_main.jpg,
riona-full-zip-jacket,"Riona Full Zip Jacket",,,Jackets,,,TRUE,Size,M,Color,Brown,,,WJ05-M-Brown,0,100,60.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj05-brown_main.jpg,
riona-full-zip-jacket,"Riona Full Zip Jacket",,,Jackets,,,TRUE,Size,M,Color,Green,,,WJ05-M-Green,0,100,60.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj05-brown_main.jpg,
riona-full-zip-jacket,"Riona Full Zip Jacket",,,Jackets,,,TRUE,Size,M,Color,Red,,,WJ05-M-Red,0,100,60.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj05-brown_main.jpg,
riona-full-zip-jacket,"Riona Full Zip Jacket",,,Jackets,,,TRUE,Size,S,Color,Brown,,,WJ05-S-Brown,0,100,60.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj05-brown_main.jpg,
riona-full-zip-jacket,"Riona Full Zip Jacket",,,Jackets,,,TRUE,Size,S,Color,Green,,,WJ05-S-Green,0,100,60.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj05-brown_main.jpg,
riona-full-zip-jacket,"Riona Full Zip Jacket",,,Jackets,,,TRUE,Size,S,Color,Red,,,WJ05-S-Red,0,100,60.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj05-brown_main.jpg,
riona-full-zip-jacket,"Riona Full Zip Jacket",,,Jackets,,,TRUE,Size,XL,Color,Brown,,,WJ05-XL-Brown,0,100,60.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj05-brown_main.jpg,
riona-full-zip-jacket,"Riona Full Zip Jacket",,,Jackets,,,TRUE,Size,XL,Color,Green,,,WJ05-XL-Green,0,100,60.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj05-brown_main.jpg,
riona-full-zip-jacket,"Riona Full Zip Jacket",,,Jackets,,,TRUE,Size,XL,Color,Red,,,WJ05-XL-Red,0,100,60.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj05-brown_main.jpg,
riona-full-zip-jacket,"Riona Full Zip Jacket",,,Jackets,,,TRUE,Size,XS,Color,Brown,,,WJ05-XS-Brown,0,100,60.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj05-brown_main.jpg,
riona-full-zip-jacket,"Riona Full Zip Jacket",,,Jackets,,,TRUE,Size,XS,Color,Green,,,WJ05-XS-Green,0,100,60.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj05-brown_main.jpg,
riona-full-zip-jacket,"Riona Full Zip Jacket",,,Jackets,,,TRUE,Size,XS,Color,Red,,,WJ05-XS-Red,0,100,60.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj05-brown_main.jpg,
juno-jacket,"Juno Jacket",,,"Clothing,Jackets,Performance Fabrics,Women Sale",,,TRUE,Size,L,Color,Blue,,,WJ06-L-Blue,0,100,77.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj06-blue_main.jpg,
juno-jacket,"Juno Jacket",,,"Clothing,Jackets,Performance Fabrics,Women Sale",,,TRUE,Size,L,Color,Green,,,WJ06-L-Green,0,100,77.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj06-blue_main.jpg,
juno-jacket,"Juno Jacket",,,"Clothing,Jackets,Performance Fabrics,Women Sale",,,TRUE,Size,L,Color,Purple,,,WJ06-L-Purple,0,100,77.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj06-blue_main.jpg,
juno-jacket,"Juno Jacket",,,"Clothing,Jackets,Performance Fabrics,Women Sale",,,TRUE,Size,M,Color,Blue,,,WJ06-M-Blue,0,100,77.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj06-blue_main.jpg,
juno-jacket,"Juno Jacket",,,"Clothing,Jackets,Performance Fabrics,Women Sale",,,TRUE,Size,M,Color,Green,,,WJ06-M-Green,0,100,77.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj06-blue_main.jpg,
juno-jacket,"Juno Jacket",,,"Clothing,Jackets,Performance Fabrics,Women Sale",,,TRUE,Size,M,Color,Purple,,,WJ06-M-Purple,0,100,77.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj06-blue_main.jpg,
juno-jacket,"Juno Jacket",,,"Clothing,Jackets,Performance Fabrics,Women Sale",,,TRUE,Size,S,Color,Blue,,,WJ06-S-Blue,0,100,77.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj06-blue_main.jpg,
juno-jacket,"Juno Jacket",,,"Clothing,Jackets,Performance Fabrics,Women Sale",,,TRUE,Size,S,Color,Green,,,WJ06-S-Green,0,100,77.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj06-blue_main.jpg,
juno-jacket,"Juno Jacket",,,"Clothing,Jackets,Performance Fabrics,Women Sale",,,TRUE,Size,S,Color,Purple,,,WJ06-S-Purple,0,100,77.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj06-blue_main.jpg,
juno-jacket,"Juno Jacket",,,"Clothing,Jackets,Performance Fabrics,Women Sale",,,TRUE,Size,XL,Color,Blue,,,WJ06-XL-Blue,0,100,77.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj06-blue_main.jpg,
juno-jacket,"Juno Jacket",,,"Clothing,Jackets,Performance Fabrics,Women Sale",,,TRUE,Size,XL,Color,Green,,,WJ06-XL-Green,0,100,77.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj06-blue_main.jpg,
juno-jacket,"Juno Jacket",,,"Clothing,Jackets,Performance Fabrics,Women Sale",,,TRUE,Size,XL,Color,Purple,,,WJ06-XL-Purple,0,100,77.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj06-blue_main.jpg,
juno-jacket,"Juno Jacket",,,"Clothing,Jackets,Performance Fabrics,Women Sale",,,TRUE,Size,XS,Color,Blue,,,WJ06-XS-Blue,0,100,77.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj06-blue_main.jpg,
juno-jacket,"Juno Jacket",,,"Clothing,Jackets,Performance Fabrics,Women Sale",,,TRUE,Size,XS,Color,Green,,,WJ06-XS-Green,0,100,77.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj06-blue_main.jpg,
juno-jacket,"Juno Jacket",,,"Clothing,Jackets,Performance Fabrics,Women Sale",,,TRUE,Size,XS,Color,Purple,,,WJ06-XS-Purple,0,100,77.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj06-blue_main.jpg,
inez-full-zip-jacket,"Inez Full Zip Jacket",,,Jackets,,,TRUE,Size,L,Color,Orange,,,WJ07-L-Orange,0,100,59.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj07-orange_main.jpg,
inez-full-zip-jacket,"Inez Full Zip Jacket",,,Jackets,,,TRUE,Size,L,Color,Purple,,,WJ07-L-Purple,0,100,59.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj07-orange_main.jpg,
inez-full-zip-jacket,"Inez Full Zip Jacket",,,Jackets,,,TRUE,Size,L,Color,Red,,,WJ07-L-Red,0,100,59.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj07-orange_main.jpg,
inez-full-zip-jacket,"Inez Full Zip Jacket",,,Jackets,,,TRUE,Size,M,Color,Orange,,,WJ07-M-Orange,0,100,59.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj07-orange_main.jpg,
inez-full-zip-jacket,"Inez Full Zip Jacket",,,Jackets,,,TRUE,Size,M,Color,Purple,,,WJ07-M-Purple,0,100,59.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj07-orange_main.jpg,
inez-full-zip-jacket,"Inez Full Zip Jacket",,,Jackets,,,TRUE,Size,M,Color,Red,,,WJ07-M-Red,0,100,59.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj07-orange_main.jpg,
inez-full-zip-jacket,"Inez Full Zip Jacket",,,Jackets,,,TRUE,Size,S,Color,Orange,,,WJ07-S-Orange,0,100,59.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj07-orange_main.jpg,
inez-full-zip-jacket,"Inez Full Zip Jacket",,,Jackets,,,TRUE,Size,S,Color,Purple,,,WJ07-S-Purple,0,100,59.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj07-orange_main.jpg,
inez-full-zip-jacket,"Inez Full Zip Jacket",,,Jackets,,,TRUE,Size,S,Color,Red,,,WJ07-S-Red,0,100,59.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj07-orange_main.jpg,
inez-full-zip-jacket,"Inez Full Zip Jacket",,,Jackets,,,TRUE,Size,XL,Color,Orange,,,WJ07-XL-Orange,0,100,59.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj07-orange_main.jpg,
inez-full-zip-jacket,"Inez Full Zip Jacket",,,Jackets,,,TRUE,Size,XL,Color,Purple,,,WJ07-XL-Purple,0,100,59.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj07-orange_main.jpg,
inez-full-zip-jacket,"Inez Full Zip Jacket",,,Jackets,,,TRUE,Size,XL,Color,Red,,,WJ07-XL-Red,0,100,59.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj07-orange_main.jpg,
inez-full-zip-jacket,"Inez Full Zip Jacket",,,Jackets,,,TRUE,Size,XS,Color,Orange,,,WJ07-XS-Orange,0,100,59.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj07-orange_main.jpg,
inez-full-zip-jacket,"Inez Full Zip Jacket",,,Jackets,,,TRUE,Size,XS,Color,Purple,,,WJ07-XS-Purple,0,100,59.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj07-orange_main.jpg,
inez-full-zip-jacket,"Inez Full Zip Jacket",,,Jackets,,,TRUE,Size,XS,Color,Red,,,WJ07-XS-Red,0,100,59.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj07-orange_main.jpg,
adrienne-trek-jacket,"Adrienne Trek Jacket",,,"Clothing,Erin Recommends,Jackets,Women Sale",,,TRUE,Size,L,Color,Gray,,,WJ08-L-Gray,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj08-gray_main.jpg,
adrienne-trek-jacket,"Adrienne Trek Jacket",,,"Clothing,Erin Recommends,Jackets,Women Sale",,,TRUE,Size,L,Color,Orange,,,WJ08-L-Orange,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj08-gray_main.jpg,
adrienne-trek-jacket,"Adrienne Trek Jacket",,,"Clothing,Erin Recommends,Jackets,Women Sale",,,TRUE,Size,L,Color,Purple,,,WJ08-L-Purple,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj08-gray_main.jpg,
adrienne-trek-jacket,"Adrienne Trek Jacket",,,"Clothing,Erin Recommends,Jackets,Women Sale",,,TRUE,Size,M,Color,Gray,,,WJ08-M-Gray,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj08-gray_main.jpg,
adrienne-trek-jacket,"Adrienne Trek Jacket",,,"Clothing,Erin Recommends,Jackets,Women Sale",,,TRUE,Size,M,Color,Orange,,,WJ08-M-Orange,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj08-gray_main.jpg,
adrienne-trek-jacket,"Adrienne Trek Jacket",,,"Clothing,Erin Recommends,Jackets,Women Sale",,,TRUE,Size,M,Color,Purple,,,WJ08-M-Purple,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj08-gray_main.jpg,
adrienne-trek-jacket,"Adrienne Trek Jacket",,,"Clothing,Erin Recommends,Jackets,Women Sale",,,TRUE,Size,S,Color,Gray,,,WJ08-S-Gray,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj08-gray_main.jpg,
adrienne-trek-jacket,"Adrienne Trek Jacket",,,"Clothing,Erin Recommends,Jackets,Women Sale",,,TRUE,Size,S,Color,Orange,,,WJ08-S-Orange,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj08-gray_main.jpg,
adrienne-trek-jacket,"Adrienne Trek Jacket",,,"Clothing,Erin Recommends,Jackets,Women Sale",,,TRUE,Size,S,Color,Purple,,,WJ08-S-Purple,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj08-gray_main.jpg,
adrienne-trek-jacket,"Adrienne Trek Jacket",,,"Clothing,Erin Recommends,Jackets,Women Sale",,,TRUE,Size,XL,Color,Gray,,,WJ08-XL-Gray,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj08-gray_main.jpg,
adrienne-trek-jacket,"Adrienne Trek Jacket",,,"Clothing,Erin Recommends,Jackets,Women Sale",,,TRUE,Size,XL,Color,Orange,,,WJ08-XL-Orange,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj08-gray_main.jpg,
adrienne-trek-jacket,"Adrienne Trek Jacket",,,"Clothing,Erin Recommends,Jackets,Women Sale",,,TRUE,Size,XL,Color,Purple,,,WJ08-XL-Purple,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj08-gray_main.jpg,
adrienne-trek-jacket,"Adrienne Trek Jacket",,,"Clothing,Erin Recommends,Jackets,Women Sale",,,TRUE,Size,XS,Color,Gray,,,WJ08-XS-Gray,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj08-gray_main.jpg,
adrienne-trek-jacket,"Adrienne Trek Jacket",,,"Clothing,Erin Recommends,Jackets,Women Sale",,,TRUE,Size,XS,Color,Orange,,,WJ08-XS-Orange,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj08-gray_main.jpg,
adrienne-trek-jacket,"Adrienne Trek Jacket",,,"Clothing,Erin Recommends,Jackets,Women Sale",,,TRUE,Size,XS,Color,Purple,,,WJ08-XS-Purple,0,100,57.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj08-gray_main.jpg,
jade-yoga-jacket,"Jade Yoga Jacket",,,"Clothing,Erin Recommends,Jackets",,,TRUE,Size,L,Color,Blue,,,WJ09-L-Blue,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj09-blue_main.jpg,
jade-yoga-jacket,"Jade Yoga Jacket",,,"Clothing,Erin Recommends,Jackets",,,TRUE,Size,L,Color,Gray,,,WJ09-L-Gray,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj09-blue_main.jpg,
jade-yoga-jacket,"Jade Yoga Jacket",,,"Clothing,Erin Recommends,Jackets",,,TRUE,Size,L,Color,Green,,,WJ09-L-Green,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj09-blue_main.jpg,
jade-yoga-jacket,"Jade Yoga Jacket",,,"Clothing,Erin Recommends,Jackets",,,TRUE,Size,M,Color,Blue,,,WJ09-M-Blue,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj09-blue_main.jpg,
jade-yoga-jacket,"Jade Yoga Jacket",,,"Clothing,Erin Recommends,Jackets",,,TRUE,Size,M,Color,Gray,,,WJ09-M-Gray,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj09-blue_main.jpg,
jade-yoga-jacket,"Jade Yoga Jacket",,,"Clothing,Erin Recommends,Jackets",,,TRUE,Size,M,Color,Green,,,WJ09-M-Green,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj09-blue_main.jpg,
jade-yoga-jacket,"Jade Yoga Jacket",,,"Clothing,Erin Recommends,Jackets",,,TRUE,Size,S,Color,Blue,,,WJ09-S-Blue,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj09-blue_main.jpg,
jade-yoga-jacket,"Jade Yoga Jacket",,,"Clothing,Erin Recommends,Jackets",,,TRUE,Size,S,Color,Gray,,,WJ09-S-Gray,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj09-blue_main.jpg,
jade-yoga-jacket,"Jade Yoga Jacket",,,"Clothing,Erin Recommends,Jackets",,,TRUE,Size,S,Color,Green,,,WJ09-S-Green,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj09-blue_main.jpg,
jade-yoga-jacket,"Jade Yoga Jacket",,,"Clothing,Erin Recommends,Jackets",,,TRUE,Size,XL,Color,Blue,,,WJ09-XL-Blue,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj09-blue_main.jpg,
jade-yoga-jacket,"Jade Yoga Jacket",,,"Clothing,Erin Recommends,Jackets",,,TRUE,Size,XL,Color,Gray,,,WJ09-XL-Gray,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj09-blue_main.jpg,
jade-yoga-jacket,"Jade Yoga Jacket",,,"Clothing,Erin Recommends,Jackets",,,TRUE,Size,XL,Color,Green,,,WJ09-XL-Green,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj09-blue_main.jpg,
jade-yoga-jacket,"Jade Yoga Jacket",,,"Clothing,Erin Recommends,Jackets",,,TRUE,Size,XS,Color,Blue,,,WJ09-XS-Blue,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj09-blue_main.jpg,
jade-yoga-jacket,"Jade Yoga Jacket",,,"Clothing,Erin Recommends,Jackets",,,TRUE,Size,XS,Color,Gray,,,WJ09-XS-Gray,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj09-blue_main.jpg,
jade-yoga-jacket,"Jade Yoga Jacket",,,"Clothing,Erin Recommends,Jackets",,,TRUE,Size,XS,Color,Green,,,WJ09-XS-Green,0,100,32.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj09-blue_main.jpg,
nadia-elements-shell,"Nadia Elements Shell",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,L,Color,Black,,,WJ10-L-Black,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj10-black_main.jpg,
nadia-elements-shell,"Nadia Elements Shell",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,L,Color,Orange,,,WJ10-L-Orange,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj10-black_main.jpg,
nadia-elements-shell,"Nadia Elements Shell",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,L,Color,Yellow,,,WJ10-L-Yellow,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj10-black_main.jpg,
nadia-elements-shell,"Nadia Elements Shell",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,M,Color,Black,,,WJ10-M-Black,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj10-black_main.jpg,
nadia-elements-shell,"Nadia Elements Shell",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,M,Color,Orange,,,WJ10-M-Orange,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj10-black_main.jpg,
nadia-elements-shell,"Nadia Elements Shell",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,M,Color,Yellow,,,WJ10-M-Yellow,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj10-black_main.jpg,
nadia-elements-shell,"Nadia Elements Shell",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,S,Color,Black,,,WJ10-S-Black,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj10-black_main.jpg,
nadia-elements-shell,"Nadia Elements Shell",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,S,Color,Orange,,,WJ10-S-Orange,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj10-black_main.jpg,
nadia-elements-shell,"Nadia Elements Shell",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,S,Color,Yellow,,,WJ10-S-Yellow,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj10-black_main.jpg,
nadia-elements-shell,"Nadia Elements Shell",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,XL,Color,Black,,,WJ10-XL-Black,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj10-black_main.jpg,
nadia-elements-shell,"Nadia Elements Shell",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,XL,Color,Orange,,,WJ10-XL-Orange,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj10-black_main.jpg,
nadia-elements-shell,"Nadia Elements Shell",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,XL,Color,Yellow,,,WJ10-XL-Yellow,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj10-black_main.jpg,
nadia-elements-shell,"Nadia Elements Shell",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,XS,Color,Black,,,WJ10-XS-Black,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj10-black_main.jpg,
nadia-elements-shell,"Nadia Elements Shell",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,XS,Color,Orange,,,WJ10-XS-Orange,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj10-black_main.jpg,
nadia-elements-shell,"Nadia Elements Shell",,,"Clothing,Jackets,New Luma Yoga Collection,Performance Fabrics",,,TRUE,Size,XS,Color,Yellow,,,WJ10-XS-Yellow,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj10-black_main.jpg,
neve-studio-dance-jacket,"Neve Studio Dance Jacket",,,"Clothing,Jackets,New Luma Yoga Collection",,,TRUE,Size,L,Color,Black,,,WJ11-L-Black,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj11-black_main.jpg,
neve-studio-dance-jacket-l-blue,"Neve Studio Dance Jacket-L-Blue",,,"Clothing,Jackets,New Luma Yoga Collection",,,TRUE,Size,L,Color,Blue,,,WJ11-L-Blue,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj11-blue_main.jpg,
neve-studio-dance-jacket-l-blue,"Neve Studio Dance Jacket-L-Blue",,,"Clothing,Jackets,New Luma Yoga Collection",,,TRUE,Size,L,Color,Orange,,,WJ11-L-Orange,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj11-blue_main.jpg,
neve-studio-dance-jacket-l-blue,"Neve Studio Dance Jacket-L-Blue",,,"Clothing,Jackets,New Luma Yoga Collection",,,TRUE,Size,M,Color,Black,,,WJ11-M-Black,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj11-blue_main.jpg,
neve-studio-dance-jacket-l-blue,"Neve Studio Dance Jacket-L-Blue",,,"Clothing,Jackets,New Luma Yoga Collection",,,TRUE,Size,M,Color,Blue,,,WJ11-M-Blue,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj11-blue_main.jpg,
neve-studio-dance-jacket-l-blue,"Neve Studio Dance Jacket-L-Blue",,,"Clothing,Jackets,New Luma Yoga Collection",,,TRUE,Size,M,Color,Orange,,,WJ11-M-Orange,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj11-blue_main.jpg,
neve-studio-dance-jacket-l-blue,"Neve Studio Dance Jacket-L-Blue",,,"Clothing,Jackets,New Luma Yoga Collection",,,TRUE,Size,S,Color,Black,,,WJ11-S-Black,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/wj11-blue_main.jpg,
